date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:36:58	5680/5680	U-----	200	untouched ('')	image/jpeg	etag:%22198cd359-1630-52715a4d87940%22	https://www.localdigitalcoalition.uk/wp-content/uploads/2015/10/paul_mackay-150x120.jpg	C:/Users/bcheetha/Downloads/httrack/websites/Local%20Digital%20Coalition2/wp-content/uploads/2015/10/paul_mackay-150x120.jpg	(from https://www.localdigitalcoalition.uk/product/local-waste-service-standards-project/)
12:37:14	23967/23967	U--MC-	200	updated ('OK')	text/html	date:Thu,%2007%20Mar%202019%2012:36:58%20GMT	https://www.localdigitalcoalition.uk/tech-trends-and-the-future-of-local-waste-services/	C:/Users/bcheetha/Downloads/httrack/websites/Local%20Digital%20Coalition2/tech-trends-and-the-future-of-local-waste-services/index.html	(from https://www.localdigitalcoalition.uk/product/local-waste-service-standards-project/)
12:37:16	17459/17459	U--MC-	200	updated ('OK')	text/html	date:Thu,%2007%20Mar%202019%2012:36:58%20GMT	https://www.localdigitalcoalition.uk/our-approach-to-service-design-and-what-it-could-mean-for-you/	C:/Users/bcheetha/Downloads/httrack/websites/Local%20Digital%20Coalition2/our-approach-to-service-design-and-what-it-could-mean-for-you/index.html	(from https://www.localdigitalcoalition.uk/product/local-waste-service-standards-project/)
12:37:16	15823/15823	U--MC-	200	updated ('OK')	text/html	date:Thu,%2007%20Mar%202019%2012:36:59%20GMT	https://www.localdigitalcoalition.uk/reflections-on-developing-the-business-case-for-the-waste-services-standards-project/	C:/Users/bcheetha/Downloads/httrack/websites/Local%20Digital%20Coalition2/reflections-on-developing-the-business-case-for-the-waste-services-standards-project/index.html	(from https://www.localdigitalcoalition.uk/product/local-waste-service-standards-project/)
12:37:16	52472/52472	U-----	200	untouched ('')	image/png	etag:%22198cc6b2-ccf8-52cfae5b761c0%22	https://www.localdigitalcoalition.uk/wp-content/uploads/2016/03/Linda-pres-thumb.png	C:/Users/bcheetha/Downloads/httrack/websites/Local%20Digital%20Coalition2/wp-content/uploads/2016/03/Linda-pres-thumb.png	(from https://www.localdigitalcoalition.uk/product/local-waste-service-standards-project/)
12:37:17	52738/52738	U-----	200	untouched ('')	image/png	etag:%22198cc626-ce02-52cfafe924c00%22	https://www.localdigitalcoalition.uk/wp-content/uploads/2016/03/Sarah-pres-thumb.png	C:/Users/bcheetha/Downloads/httrack/websites/Local%20Digital%20Coalition2/wp-content/uploads/2016/03/Sarah-pres-thumb.png	(from https://www.localdigitalcoalition.uk/product/local-waste-service-standards-project/)
12:37:30	8081/8081	U--MC-	200	updated ('OK')	text/html	date:Thu,%2007%20Mar%202019%2012:37:15%20GMT	https://www.localdigitalcoalition.uk/resource/the-project-so-far-waste-standards-beta-showcase-linda-ohalloran-february-2016/	C:/Users/bcheetha/Downloads/httrack/websites/Local%20Digital%20Coalition2/resource/the-project-so-far-waste-standards-beta-showcase-linda-ohalloran-february-2016/index.html	(from https://www.localdigitalcoalition.uk/product/local-waste-service-standards-project/)
12:37:31	51420/51420	U-----	200	untouched ('')	image/png	etag:%22198cc657-c8dc-52cfb26726d40%22	https://www.localdigitalcoalition.uk/wp-content/uploads/2016/03/Paul-pres-thumb.png	C:/Users/bcheetha/Downloads/httrack/websites/Local%20Digital%20Coalition2/wp-content/uploads/2016/03/Paul-pres-thumb.png	(from https://www.localdigitalcoalition.uk/product/local-waste-service-standards-project/)
12:37:32	8265/8265	U--MC-	200	updated ('OK')	text/html	date:Thu,%2007%20Mar%202019%2012:37:18%20GMT	https://www.localdigitalcoalition.uk/resource/latest-business-case-research-waste-standards-beta-showcase-sarah-prag-february-2016/	C:/Users/bcheetha/Downloads/httrack/websites/Local%20Digital%20Coalition2/resource/latest-business-case-research-waste-standards-beta-showcase-sarah-prag-february-2016/index.html	(from https://www.localdigitalcoalition.uk/product/local-waste-service-standards-project/)
12:37:32	8343/8343	U-----	200	untouched ('')	image/png	etag:%22198cc782-2097-52db49d998340%22	https://www.localdigitalcoalition.uk/wp-content/uploads/2016/03/waste-beta-thumbnail-2_border-150x120.png	C:/Users/bcheetha/Downloads/httrack/websites/Local%20Digital%20Coalition2/wp-content/uploads/2016/03/waste-beta-thumbnail-2_border-150x120.png	(from https://www.localdigitalcoalition.uk/product/local-waste-service-standards-project/)
